,student_id,student_name_x,email_x,phone_x,course,admission_date,admission_status,total_fee,paid_fee,payment_status
210,STU-1210,David Moore,david.49@mail.com,9872310401,B.Tech,2024-06-09 18:00:00,Admitted,179376,65581,Pending
211,STU-1211,Manish Das,manish.87@mail.com,9941057195,MCA,2024-06-09 19:00:00,Waitlisted,199106,113960,Partially Paid
212,STU-1212,Meena Gupta,meena.98@mail.com,9394574455,MBA,2024-06-09 20:00:00,Rejected,98268,106853,Paid
213,STU-1213,Neha Nair,neha.34@mail.com,9725331496,MCA,2024-06-09 21:00:00,Admitted,187960,94037,Partially Paid
214,STU-1214,Pooja Singh,pooja.84@mail.com,9156000520,BCA,2024-06-09 22:00:00,Waitlisted,80701,116407,Partially Paid
215,STU-1215,Amit Choudhary,amit.75@mail.com,9354811611,B.Tech,2024-06-09 23:00:00,Admitted,85833,135119,Paid
216,STU-1216,Kiran Nair,kiran.14@mail.com,9861731759,BCA,2024-06-10 00:00:00,Rejected,80607,40288,Pending
217,STU-1217,Sneha Reddy,sneha.15@mail.com,9250281054,MBA,2024-06-10 01:00:00,Waitlisted,102112,48877,Partially Paid
218,STU-1218,Anita Das,anita.74@mail.com,9605315305,BBA,2024-06-10 02:00:00,Waitlisted,129825,14495,Paid
219,STU-1219,Rakesh Choudhary,rakesh.34@mail.com,9594595875,BCA,2024-06-10 03:00:00,Waitlisted,195118,49923,Partially Paid
220,STU-1220,Sneha Sharma,sneha.65@mail.com,9917950050,BCA,2024-06-10 04:00:00,Waitlisted,106485,170282,Paid
221,STU-1221,Priya Singh,priya.40@mail.com,9417872825,MBA,2024-06-10 05:00:00,Admitted,80278,138672,Paid
222,STU-1222,Kiran Singh,kiran.79@mail.com,9106428417,MCA,2024-06-10 06:00:00,Waitlisted,94893,54632,Paid
223,STU-1223,Rajesh Singh,rajesh.69@mail.com,9191933996,MCA,2024-06-10 07:00:00,Admitted,113576,131108,Paid
224,STU-1224,Meena Reddy,meena.81@mail.com,9422863653,MCA,2024-06-10 08:00:00,Waitlisted,155847,113572,Partially Paid
225,STU-1225,Amit Nair,amit.17@mail.com,9266045952,BCA,2024-06-10 09:00:00,Waitlisted,105207,59639,Paid
226,STU-1226,Rahul Singh,rahul.65@mail.com,9460941370,BCA,2024-06-10 10:00:00,Rejected,80052,12271,Paid
227,STU-1227,Rahul Iyer,rahul.71@mail.com,9709069668,MBA,2024-06-10 11:00:00,Rejected,88524,63827,Paid
228,STU-1228,Divya Choudhary,divya.77@mail.com,9901226687,BBA,2024-06-10 12:00:00,Waitlisted,80966,126098,Pending
229,STU-1229,Karthik Verma,karthik.23@mail.com,9450796236,B.Tech,2024-06-10 13:00:00,Admitted,135579,151002,Paid
230,STU-1230,Manish Patel,manish.36@mail.com,9503848709,B.Tech,2024-06-10 14:00:00,Rejected,100787,160140,Paid
231,STU-1231,Anita Choudhary,anita.56@mail.com,9702320887,MBA,2024-06-10 15:00:00,Waitlisted,171540,29516,Paid
232,STU-1232,Sneha Singh,sneha.89@mail.com,9517443132,BCA,2024-06-10 16:00:00,Waitlisted,144773,130126,Paid
233,STU-1233,Deepa Sharma,deepa.31@mail.com,9134287259,MBA,2024-06-10 17:00:00,Admitted,147431,128405,Paid
234,STU-1234,Nisha Iyer,nisha.77@mail.com,9372127192,MBA,2024-06-10 18:00:00,Waitlisted,103842,90528,Partially Paid
235,STU-1235,Arjun Verma,arjun.65@mail.com,9298910763,MCA,2024-06-10 19:00:00,Admitted,103387,31702,Partially Paid
236,STU-1236,Priya Patel,priya.11@mail.com,9516251475,BBA,2024-06-10 20:00:00,Admitted,65125,147461,Paid
237,STU-1237,Rajesh Singh,rajesh.24@mail.com,9547075990,B.Tech,2024-06-10 21:00:00,Waitlisted,179233,53932,Pending
238,STU-1238,Meena Verma,meena.62@mail.com,9562486251,MBA,2024-06-10 22:00:00,Waitlisted,70617,175357,Pending
239,STU-1239,Manish Sharma,manish.59@mail.com,9389928041,BCA,2024-06-10 23:00:00,Waitlisted,164989,147422,Paid
240,STU-1240,Sneha Sharma,sneha.99@mail.com,9788635211,MBA,2024-06-11 00:00:00,Waitlisted,185061,73342,Partially Paid
241,STU-1241,Rakesh Reddy,rakesh.56@mail.com,9675098350,MBA,2024-06-11 01:00:00,Waitlisted,141001,150422,Paid
242,STU-1242,Divya Verma,divya.33@mail.com,9598304020,B.Tech,2024-06-11 02:00:00,Waitlisted,116481,25516,Partially Paid
243,STU-1243,Amit Das,amit.97@mail.com,9923478754,BBA,2024-06-11 03:00:00,Waitlisted,151897,64620,Pending
244,STU-1244,Deepa Gupta,deepa.92@mail.com,9201490480,BCA,2024-06-11 04:00:00,Admitted,189067,57752,Partially Paid
245,STU-1245,Daniel Williams,daniel.19@mail.com,9442281483,B.Tech,2024-06-11 05:00:00,Waitlisted,69771,150850,Pending
246,STU-1246,Divya Verma,divya.28@mail.com,9612505615,BBA,2024-06-11 06:00:00,Admitted,107616,88309,Partially Paid
247,STU-1247,Divya Sharma,divya.47@mail.com,9233755251,B.Tech,2024-06-11 07:00:00,Rejected,179513,73083,Pending
248,STU-1248,Amit Nair,amit.17@mail.com,9974317648,B.Tech,2024-06-11 08:00:00,Admitted,95325,166416,Pending
249,STU-1249,Vivek Das,vivek.38@mail.com,9686168215,MCA,2024-06-11 09:00:00,Rejected,144192,89632,Partially Paid
250,STU-1250,Rajesh Das,rajesh.10@mail.com,9331376826,B.Tech,2024-06-11 10:00:00,Rejected,135013,162482,Paid
251,STU-1251,Arjun Verma,arjun.56@mail.com,9608530515,BCA,2024-06-11 11:00:00,Admitted,146147,75261,Paid
252,STU-1252,Kiran Nair,kiran.67@mail.com,9889397248,MCA,2024-06-11 12:00:00,Rejected,92426,81484,Paid
253,STU-1253,Amit Gupta,amit.97@mail.com,9956587751,B.Tech,2024-06-11 13:00:00,Rejected,86879,97217,Paid
254,STU-1254,Kiran Das,kiran.99@mail.com,9858069265,BBA,2024-06-11 14:00:00,Waitlisted,66265,149156,Partially Paid
255,STU-1255,Priya Das,priya.99@mail.com,9279994205,BBA,2024-06-11 15:00:00,Rejected,71029,30219,Pending
256,STU-1256,Manish Patel,manish.14@mail.com,9442000189,MBA,2024-06-11 16:00:00,Waitlisted,198877,163469,Pending
257,STU-1257,Rakesh Sharma,rakesh.20@mail.com,9836217324,B.Tech,2024-06-11 17:00:00,Rejected,79473,14623,Partially Paid
258,STU-1258,Manish Sharma,manish.50@mail.com,9337287505,B.Tech,2024-06-11 18:00:00,Rejected,72801,115323,Partially Paid
259,STU-1259,Rakesh Iyer,rakesh.59@mail.com,9199330164,B.Tech,2024-06-11 19:00:00,Admitted,154552,70928,Paid
260,STU-1260,Karthik Das,karthik.40@mail.com,9371282802,B.Tech,2024-06-11 20:00:00,Rejected,199399,58737,Partially Paid
261,STU-1261,Sophia Lee,sophia.39@mail.com,9161385680,B.Tech,2024-06-11 21:00:00,Admitted,88322,119734,Partially Paid
262,STU-1262,Neha Iyer,neha.93@mail.com,9474476843,B.Tech,2024-06-11 22:00:00,Admitted,99070,110496,Partially Paid
263,STU-1263,Rohit Patel,rohit.19@mail.com,9442975664,MBA,2024-06-11 23:00:00,Waitlisted,173567,131867,Partially Paid
264,STU-1264,Olivia Smith,olivia.14@mail.com,9484980664,BCA,2024-06-12 00:00:00,Waitlisted,147112,21025,Partially Paid
265,STU-1265,Arjun Iyer,arjun.65@mail.com,9301125705,MBA,2024-06-12 01:00:00,Waitlisted,145821,107412,Partially Paid
266,STU-1266,Anita Iyer,anita.45@mail.com,9396946001,BCA,2024-06-12 02:00:00,Waitlisted,196134,107053,Pending
267,STU-1267,Rajesh Iyer,rajesh.25@mail.com,9686742505,BBA,2024-06-12 03:00:00,Waitlisted,83232,103821,Partially Paid
268,STU-1268,Kiran Singh,kiran.22@mail.com,9143323778,MBA,2024-06-12 04:00:00,Rejected,167700,49507,Partially Paid
269,STU-1269,Karthik Das,karthik.61@mail.com,9989008414,BBA,2024-06-12 05:00:00,Rejected,64603,143819,Paid
270,STU-1270,Divya Singh,divya.79@mail.com,9218199816,BBA,2024-06-12 06:00:00,Waitlisted,112233,88693,Paid
271,STU-1271,Kiran Iyer,kiran.62@mail.com,9757451602,BCA,2024-06-12 07:00:00,Admitted,116761,165047,Paid
272,STU-1272,Sneha Singh,sneha.35@mail.com,9542266025,B.Tech,2024-06-12 08:00:00,Admitted,179898,42548,Paid
273,STU-1273,Vivek Das,vivek.81@mail.com,9424659533,BCA,2024-06-12 09:00:00,Admitted,102635,163813,Partially Paid
274,STU-1274,Daniel Brown,daniel.29@mail.com,9740246001,B.Tech,2024-06-12 10:00:00,Rejected,91770,117708,Partially Paid
275,STU-1275,Manish Nair,manish.34@mail.com,9119035233,MCA,2024-06-12 11:00:00,Rejected,67417,19467,Paid
276,STU-1276,Karthik Choudhary,karthik.48@mail.com,9739888692,MCA,2024-06-12 12:00:00,Admitted,64655,89383,Paid
277,STU-1277,Neha Verma,neha.27@mail.com,9453431385,MCA,2024-06-12 13:00:00,Rejected,152609,77854,Partially Paid
278,STU-1278,Priya Nair,priya.83@mail.com,9433471383,MCA,2024-06-12 14:00:00,Waitlisted,88795,111882,Pending
279,STU-1279,Kiran Reddy,kiran.29@mail.com,9987781293,B.Tech,2024-06-12 15:00:00,Rejected,111714,20877,Paid
280,STU-1280,Meena Choudhary,meena.49@mail.com,9218251638,BCA,2024-06-12 16:00:00,Waitlisted,134310,169399,Pending
281,STU-1281,Neha Gupta,neha.56@mail.com,9591707705,BBA,2024-06-12 17:00:00,Rejected,186930,101641,Paid
282,STU-1282,Nisha Reddy,nisha.89@mail.com,9587816447,BCA,2024-06-12 18:00:00,Admitted,184827,107701,Pending
283,STU-1283,John Johnson,john.20@mail.com,9824615826,MBA,2024-06-12 19:00:00,Rejected,146147,29912,Paid
284,STU-1284,Anita Das,anita.85@mail.com,9698131248,MCA,2024-06-12 20:00:00,Admitted,105710,145506,Partially Paid
285,STU-1285,Karthik Iyer,karthik.53@mail.com,9319563190,BBA,2024-06-12 21:00:00,Admitted,86717,174111,Paid
286,STU-1286,Amit Das,amit.80@mail.com,9696696258,B.Tech,2024-06-12 22:00:00,Admitted,113770,54297,Pending
287,STU-1287,Arjun Choudhary,arjun.48@mail.com,9846990316,MCA,2024-06-12 23:00:00,Admitted,75810,107198,Pending
288,STU-1288,Deepa Gupta,deepa.48@mail.com,9151758539,B.Tech,2024-06-13 00:00:00,Waitlisted,85293,163052,Partially Paid
289,STU-1289,Rakesh Singh,rakesh.78@mail.com,9235133005,MBA,2024-06-13 01:00:00,Rejected,143313,97204,Pending
290,STU-1290,Deepa Das,deepa.35@mail.com,9767339293,MBA,2024-06-13 02:00:00,Rejected,60531,134960,Paid
291,STU-1291,Meena Gupta,meena.65@mail.com,9553860278,BCA,2024-06-13 03:00:00,Rejected,118234,53533,Pending
292,STU-1292,Neha Iyer,neha.19@mail.com,9229497230,B.Tech,2024-06-13 04:00:00,Admitted,84110,77435,Pending
293,STU-1293,Rohit Patel,rohit.47@mail.com,9516717264,MBA,2024-06-13 05:00:00,Admitted,181906,176422,Partially Paid
294,STU-1294,Kiran Iyer,kiran.64@mail.com,9422737162,BBA,2024-06-13 06:00:00,Admitted,102174,101223,Paid
295,STU-1295,Vivek Patel,vivek.60@mail.com,9753353608,MBA,2024-06-13 07:00:00,Admitted,130129,76078,Partially Paid
296,STU-1296,Arjun Choudhary,arjun.68@mail.com,9982084960,MCA,2024-06-13 08:00:00,Admitted,64702,40484,Partially Paid
297,STU-1297,Anita Iyer,anita.31@mail.com,9222156263,B.Tech,2024-06-13 09:00:00,Admitted,109038,96133,Pending
298,STU-1298,David Thomas,david.62@mail.com,9962428362,MBA,2024-06-13 10:00:00,Admitted,147350,138387,Paid
299,STU-1299,Arjun Sharma,arjun.29@mail.com,9856745715,MCA,2024-06-13 11:00:00,Waitlisted,76591,57804,Paid
300,STU-1300,Karthik Das,karthik.54@mail.com,9756384986,B.Tech,2024-06-13 12:00:00,Rejected,119479,11150,Pending
301,STU-1301,Anita Iyer,anita.52@mail.com,9734600779,BCA,2024-06-13 13:00:00,Rejected,88732,126538,Pending
302,STU-1302,Deepa Gupta,deepa.27@mail.com,9299296159,BBA,2024-06-13 14:00:00,Waitlisted,87374,162694,Partially Paid
303,STU-1303,Priya Sharma,priya.13@mail.com,9505203957,BCA,2024-06-13 15:00:00,Waitlisted,111871,19496,Pending
304,STU-1304,Amit Verma,amit.54@mail.com,9571402554,BCA,2024-06-13 16:00:00,Waitlisted,120564,48112,Partially Paid
305,STU-1305,Nisha Choudhary,nisha.39@mail.com,9232515198,MBA,2024-06-13 17:00:00,Waitlisted,90208,139303,Pending
306,STU-1306,Anita Nair,anita.43@mail.com,9569564201,BBA,2024-06-13 18:00:00,Rejected,114580,169008,Partially Paid
307,STU-1307,Amit Verma,amit.57@mail.com,9245868847,MBA,2024-06-13 19:00:00,Admitted,137168,21940,Paid
308,STU-1308,Pooja Iyer,pooja.99@mail.com,9558183904,BCA,2024-06-13 20:00:00,Admitted,117530,73519,Paid
309,STU-1309,Nisha Nair,nisha.79@mail.com,9874760494,BBA,2024-06-13 21:00:00,Rejected,91092,120537,Pending
310,STU-1310,David Thomas,david.87@mail.com,9947365014,BCA,2024-06-13 22:00:00,Waitlisted,141821,44059,Pending
311,STU-1311,Neha Singh,neha.68@mail.com,9274000407,BCA,2024-06-13 23:00:00,Admitted,67366,27421,Partially Paid
312,STU-1312,Divya Das,divya.76@mail.com,9622000288,MBA,2024-06-14 00:00:00,Rejected,89276,19644,Partially Paid
313,STU-1313,Pooja Iyer,pooja.81@mail.com,9686950803,B.Tech,2024-06-14 01:00:00,Admitted,61626,179184,Pending
314,STU-1314,Sanjay Choudhary,sanjay.34@mail.com,9225259715,B.Tech,2024-06-14 02:00:00,Admitted,141354,147287,Paid
315,STU-1315,Pooja Reddy,pooja.90@mail.com,9257362354,MCA,2024-06-14 03:00:00,Waitlisted,92175,100960,Partially Paid
316,STU-1316,Priya Choudhary,priya.88@mail.com,9793660769,MCA,2024-06-14 04:00:00,Waitlisted,163017,85085,Pending
317,STU-1317,Sneha Iyer,sneha.37@mail.com,9812766813,BCA,2024-06-14 05:00:00,Waitlisted,120481,108731,Pending
318,STU-1318,Rahul Gupta,rahul.49@mail.com,9379155724,BCA,2024-06-14 06:00:00,Waitlisted,69458,146179,Paid
319,STU-1319,Anita Sharma,anita.20@mail.com,9812881416,B.Tech,2024-06-14 07:00:00,Rejected,74131,135064,Partially Paid
320,STU-1320,Anita Iyer,anita.49@mail.com,9858575999,MBA,2024-06-14 08:00:00,Waitlisted,185607,89885,Partially Paid
321,STU-1321,Sneha Singh,sneha.62@mail.com,9971102022,MCA,2024-06-14 09:00:00,Waitlisted,142222,46086,Partially Paid
322,STU-1322,Rohit Singh,rohit.96@mail.com,9183725870,B.Tech,2024-06-14 10:00:00,Waitlisted,67428,147591,Pending
323,STU-1323,John Thomas,john.16@mail.com,9642777320,MBA,2024-06-14 11:00:00,Admitted,117336,118933,Paid
324,STU-1324,Neha Choudhary,neha.67@mail.com,9774557215,MCA,2024-06-14 12:00:00,Rejected,89229,54802,Pending
325,STU-1325,Arjun Singh,arjun.35@mail.com,9830017403,BBA,2024-06-14 13:00:00,Rejected,198298,60425,Pending
326,STU-1326,Rajesh Reddy,rajesh.32@mail.com,9207953341,MCA,2024-06-14 14:00:00,Admitted,104274,125600,Paid
327,STU-1327,Sarah Brown,sarah.89@mail.com,9549222903,BCA,2024-06-14 15:00:00,Admitted,111559,102523,Partially Paid
328,STU-1328,Rahul Gupta,rahul.52@mail.com,9322924657,MBA,2024-06-14 16:00:00,Waitlisted,196595,87706,Partially Paid
329,STU-1329,Amit Das,amit.65@mail.com,9162805632,BBA,2024-06-14 17:00:00,Admitted,129016,153845,Partially Paid
330,STU-1330,Pooja Gupta,pooja.33@mail.com,9959077750,MCA,2024-06-14 18:00:00,Waitlisted,153017,157699,Pending
331,STU-1331,Sneha Reddy,sneha.49@mail.com,9584404458,BCA,2024-06-14 19:00:00,Admitted,152682,64374,Pending
332,STU-1332,Karthik Patel,karthik.31@mail.com,9875987544,MBA,2024-06-14 20:00:00,Waitlisted,62901,54724,Partially Paid
333,STU-1333,Divya Sharma,divya.15@mail.com,9294551576,MBA,2024-06-14 21:00:00,Admitted,187166,108232,Paid
334,STU-1334,Divya Nair,divya.88@mail.com,9156463829,B.Tech,2024-06-14 22:00:00,Admitted,129368,100609,Paid
335,STU-1335,Rajesh Reddy,rajesh.90@mail.com,9118411344,MCA,2024-06-14 23:00:00,Rejected,198527,111751,Paid
336,STU-1336,Arjun Choudhary,arjun.81@mail.com,9114688159,BCA,2024-06-15 00:00:00,Waitlisted,115456,118226,Pending
337,STU-1337,Sanjay Verma,sanjay.47@mail.com,9889090173,B.Tech,2024-06-15 01:00:00,Waitlisted,199087,77497,Paid
338,STU-1338,Daniel Jones,daniel.91@mail.com,9625753997,B.Tech,2024-06-15 02:00:00,Rejected,181515,155546,Partially Paid
339,STU-1339,Pooja Verma,pooja.94@mail.com,9751783765,BCA,2024-06-15 03:00:00,Waitlisted,82610,91756,Partially Paid
340,STU-1340,Anita Singh,anita.86@mail.com,9843347408,MBA,2024-06-15 04:00:00,Admitted,73783,13912,Paid
341,STU-1341,Manish Reddy,manish.82@mail.com,9866200507,MCA,2024-06-15 05:00:00,Waitlisted,169894,169927,Paid
342,STU-1342,Priya Reddy,priya.77@mail.com,9919852222,MBA,2024-06-15 06:00:00,Rejected,70066,61114,Partially Paid
343,STU-1343,Meena Das,meena.54@mail.com,9985957621,MBA,2024-06-15 07:00:00,Admitted,64863,84293,Partially Paid
344,STU-1344,Nisha Patel,nisha.55@mail.com,9879255209,B.Tech,2024-06-15 08:00:00,Waitlisted,168820,72814,Partially Paid
345,STU-1345,Nisha Patel,nisha.95@mail.com,9976864707,BCA,2024-06-15 09:00:00,Rejected,66293,172038,Paid
346,STU-1346,Deepa Patel,deepa.99@mail.com,9702844831,MBA,2024-06-15 10:00:00,Admitted,139002,124857,Pending
347,STU-1347,Vivek Gupta,vivek.71@mail.com,9241236040,MCA,2024-06-15 11:00:00,Admitted,114896,76420,Partially Paid
348,STU-1348,Sneha Patel,sneha.11@mail.com,9258879151,B.Tech,2024-06-15 12:00:00,Admitted,159232,150098,Pending
349,STU-1349,Anita Gupta,anita.23@mail.com,9821743971,B.Tech,2024-06-15 13:00:00,Waitlisted,196677,35787,Partially Paid
350,STU-1350,David Jones,david.68@mail.com,9318826519,MCA,2024-06-15 14:00:00,Admitted,155876,29352,Paid
351,STU-1351,Pooja Nair,pooja.92@mail.com,9662895639,B.Tech,2024-06-15 15:00:00,Rejected,189001,145973,Pending
352,STU-1352,Vivek Iyer,vivek.60@mail.com,9326058318,MCA,2024-06-15 16:00:00,Admitted,126121,144621,Paid
353,STU-1353,Rajesh Choudhary,rajesh.83@mail.com,9520508305,BCA,2024-06-15 17:00:00,Waitlisted,182706,160426,Paid
354,STU-1354,Pooja Patel,pooja.43@mail.com,9113502885,B.Tech,2024-06-15 18:00:00,Rejected,174249,118785,Partially Paid
355,STU-1355,Sarah Johnson,sarah.68@mail.com,9672656028,MCA,2024-06-15 19:00:00,Rejected,115482,39017,Pending
356,STU-1356,Nisha Singh,nisha.93@mail.com,9631180493,BCA,2024-06-15 20:00:00,Rejected,180382,63506,Partially Paid
357,STU-1357,Rahul Singh,rahul.70@mail.com,9433717197,MCA,2024-06-15 21:00:00,Waitlisted,182981,15750,Partially Paid
358,STU-1358,Sneha Choudhary,sneha.43@mail.com,9184796345,MBA,2024-06-15 22:00:00,Waitlisted,191684,177953,Partially Paid
359,STU-1359,Rajesh Patel,rajesh.12@mail.com,9353453540,MBA,2024-06-15 23:00:00,Rejected,89728,83703,Paid
360,STU-1360,Divya Iyer,divya.52@mail.com,9623696457,BBA,2024-06-16 00:00:00,Waitlisted,79112,93305,Pending
361,STU-1361,Arjun Choudhary,arjun.22@mail.com,9638674429,MBA,2024-06-16 01:00:00,Rejected,185818,18603,Paid
362,STU-1362,Priya Das,priya.59@mail.com,9635812444,BBA,2024-06-16 02:00:00,Waitlisted,89796,128142,Paid
363,STU-1363,Deepa Nair,deepa.83@mail.com,9996057090,MBA,2024-06-16 03:00:00,Rejected,110295,15914,Pending
364,STU-1364,Emma Brown,emma.50@mail.com,9162774203,MBA,2024-06-16 04:00:00,Rejected,104737,94673,Paid
365,STU-1365,Neha Reddy,neha.21@mail.com,9661567273,B.Tech,2024-06-16 05:00:00,Waitlisted,60291,53329,Paid
366,STU-1366,Pooja Singh,pooja.20@mail.com,9269838829,BBA,2024-06-16 06:00:00,Rejected,136984,82745,Paid
367,STU-1367,Meena Verma,meena.94@mail.com,9626790709,BCA,2024-06-16 07:00:00,Waitlisted,163771,131041,Partially Paid
368,STU-1368,Kiran Patel,kiran.32@mail.com,9264400929,B.Tech,2024-06-16 08:00:00,Rejected,142873,79669,Paid
369,STU-1369,Meena Gupta,meena.83@mail.com,9736437559,MCA,2024-06-16 09:00:00,Rejected,182618,129693,Paid
370,STU-1370,Rohit Sharma,rohit.65@mail.com,9434915639,B.Tech,2024-06-16 10:00:00,Rejected,136773,48850,Paid
371,STU-1371,Rohit Verma,rohit.14@mail.com,9117565882,BBA,2024-06-16 11:00:00,Admitted,81460,66459,Pending
372,STU-1372,Nisha Patel,nisha.18@mail.com,9506057288,B.Tech,2024-06-16 12:00:00,Rejected,61962,39738,Partially Paid
373,STU-1373,Priya Choudhary,priya.80@mail.com,9545233700,MCA,2024-06-16 13:00:00,Waitlisted,199374,35976,Pending
374,STU-1374,Divya Gupta,divya.43@mail.com,9713236794,BCA,2024-06-16 14:00:00,Admitted,121933,103800,Paid
375,STU-1375,David Thomas,david.27@mail.com,9395634997,BBA,2024-06-16 15:00:00,Waitlisted,144937,64306,Paid
376,STU-1376,Anita Choudhary,anita.27@mail.com,9724456798,MBA,2024-06-16 16:00:00,Waitlisted,79300,58617,Paid
377,STU-1377,Kiran Sharma,kiran.19@mail.com,9446538714,BCA,2024-06-16 17:00:00,Waitlisted,189208,31733,Paid
378,STU-1378,Deepa Nair,deepa.13@mail.com,9780719940,B.Tech,2024-06-16 18:00:00,Rejected,152179,122838,Pending
379,STU-1379,Amit Singh,amit.68@mail.com,9862432100,BBA,2024-06-16 19:00:00,Waitlisted,114485,137400,Paid
380,STU-1380,Sanjay Choudhary,sanjay.56@mail.com,9307961777,BBA,2024-06-16 20:00:00,Admitted,176645,117790,Partially Paid
381,STU-1381,Rohit Choudhary,rohit.12@mail.com,9289544199,MCA,2024-06-16 21:00:00,Rejected,199432,133574,Paid
382,STU-1382,Rajesh Reddy,rajesh.64@mail.com,9632166564,BBA,2024-06-16 22:00:00,Admitted,120652,152607,Partially Paid
383,STU-1383,Amit Singh,amit.95@mail.com,9297816816,B.Tech,2024-06-16 23:00:00,Waitlisted,163130,52418,Paid
384,STU-1384,Sneha Reddy,sneha.57@mail.com,9726467813,BCA,2024-06-17 00:00:00,Rejected,112331,17124,Paid
385,STU-1385,Sanjay Sharma,sanjay.52@mail.com,9678299631,BCA,2024-06-17 01:00:00,Rejected,141404,109321,Pending
386,STU-1386,Olivia Thomas,olivia.35@mail.com,9874603699,MCA,2024-06-17 02:00:00,Admitted,167160,58773,Partially Paid
387,STU-1387,Sneha Das,sneha.59@mail.com,9580170133,B.Tech,2024-06-17 03:00:00,Admitted,191024,135769,Pending
388,STU-1388,Divya Patel,divya.99@mail.com,9867049951,B.Tech,2024-06-17 04:00:00,Admitted,74834,152195,Partially Paid
389,STU-1389,Arjun Sharma,arjun.42@mail.com,9724405490,BCA,2024-06-17 05:00:00,Waitlisted,142991,29679,Pending
390,STU-1390,Rohit Iyer,rohit.42@mail.com,9979249789,MBA,2024-06-17 06:00:00,Rejected,107042,151511,Pending
391,STU-1391,Kiran Choudhary,kiran.24@mail.com,9597875047,MBA,2024-06-17 07:00:00,Waitlisted,61268,110763,Paid
392,STU-1392,Rajesh Choudhary,rajesh.81@mail.com,9474666031,MBA,2024-06-17 08:00:00,Admitted,139485,25996,Pending
393,STU-1393,Amit Patel,amit.95@mail.com,9618659712,MBA,2024-06-17 09:00:00,Rejected,177625,55347,Paid
394,STU-1394,Pooja Iyer,pooja.85@mail.com,9431824350,MBA,2024-06-17 10:00:00,Waitlisted,148935,176398,Pending
395,STU-1395,Rakesh Sharma,rakesh.66@mail.com,9488206255,BCA,2024-06-17 11:00:00,Rejected,98288,176091,Pending
396,STU-1396,Deepa Nair,deepa.62@mail.com,9409558711,B.Tech,2024-06-17 12:00:00,Waitlisted,191497,128709,Pending
397,STU-1397,Amit Nair,amit.83@mail.com,9795345179,BCA,2024-06-17 13:00:00,Waitlisted,102412,50356,Paid
398,STU-1398,Amit Patel,amit.37@mail.com,9355003127,MBA,2024-06-17 14:00:00,Admitted,139492,74807,Pending
399,STU-1399,Manish Verma,manish.20@mail.com,9398487265,MCA,2024-06-17 15:00:00,Waitlisted,142746,16096,Paid
400,STU-1400,Emma Brown,emma.94@mail.com,9307469186,BBA,2024-06-17 16:00:00,Admitted,71341,172023,Paid
401,STU-1401,Arjun Gupta,arjun.63@mail.com,9639805032,B.Tech,2024-06-17 17:00:00,Waitlisted,132945,112427,Partially Paid
402,STU-1402,Kiran Sharma,kiran.50@mail.com,9870484709,BCA,2024-06-17 18:00:00,Waitlisted,76474,23916,Paid
403,STU-1403,Neha Verma,neha.73@mail.com,9237246949,B.Tech,2024-06-17 19:00:00,Rejected,109834,26136,Paid
